Effective Date,Close Value,Difference,Differ%,gan Year,G Year,G Month
03/31/1933,55.4,4.009999999999998,1.078,癸,酉,辰
04/29/1933,77.66,22.259999999999998,1.402,癸,酉,巳
05/31/1933,88.11,10.450000000000003,1.135,癸,酉,午
06/30/1933,98.14,10.030000000000001,1.114,癸,酉,未
07/31/1933,90.77,-7.3700000000000045,0.925,癸,酉,申
08/31/1933,102.41,11.64,1.128,癸,酉,酉
09/30/1933,94.82,-7.590000000000003,0.926,癸,酉,戌
10/31/1933,88.16,-6.659999999999997,0.93,癸,酉,亥
11/29/1933,98.14,9.980000000000004,1.113,癸,酉,子
12/30/1933,99.9,1.7600000000000051,1.018,癸,酉,丑
01/31/1934,107.22,7.319999999999993,1.073,甲,戌,寅
02/28/1934,103.46,-3.760000000000005,0.965,甲,戌,卯
03/31/1934,101.85,-1.6099999999999994,0.984,甲,戌,辰
04/30/1934,100.49,-1.3599999999999994,0.987,甲,戌,巳
05/31/1934,94,-6.489999999999995,0.935,甲,戌,午
06/30/1934,95.72,1.7199999999999989,1.018,甲,戌,未
07/31/1934,88.05,-7.670000000000002,0.92,甲,戌,申
08/31/1934,92.86,4.810000000000002,1.055,甲,戌,酉
09/29/1934,92.63,-0.23000000000000398,0.998,甲,戌,戌
10/31/1934,93.36,0.730000000000004,1.008,甲,戌,亥
11/30/1934,102.94,9.579999999999998,1.103,甲,戌,子
12/31/1934,104.04,1.1000000000000085,1.011,甲,戌,丑
01/31/1935,101.69,-2.3500000000000085,0.977,乙,亥,寅
02/28/1935,102.38,0.6899999999999977,1.007,乙,亥,卯
03/30/1935,100.81,-1.5699999999999932,0.985,乙,亥,辰
04/30/1935,109.45,8.64,1.086,乙,亥,巳
05/31/1935,110.64,1.1899999999999977,1.011,乙,亥,午
06/29/1935,118.21,7.569999999999993,1.068,乙,亥,未
07/31/1935,126.23,8.02000000000001,1.068,乙,亥,申
08/31/1935,127.89,1.6599999999999966,1.013,乙,亥,酉
09/30/1935,131.92,4.029999999999987,1.032,乙,亥,戌
10/31/1935,139.74,7.820000000000022,1.059,乙,亥,亥
11/30/1935,142.35,2.609999999999985,1.019,乙,亥,子
12/31/1935,144.13,1.7800000000000011,1.013,乙,亥,丑
01/31/1936,149.49,5.360000000000014,1.037,丙,子,寅
02/29/1936,152.15,2.6599999999999966,1.018,丙,子,卯
03/31/1936,156.34,4.189999999999998,1.028,丙,子,辰
04/30/1936,145.67,-10.670000000000016,0.932,丙,子,巳
05/29/1936,152.64,6.969999999999999,1.048,丙,子,午
06/30/1936,157.69,5.050000000000011,1.033,丙,子,未
07/31/1936,164.86,7.170000000000016,1.045,丙,子,申
08/31/1936,166.29,1.4299999999999784,1.009,丙,子,酉
09/30/1936,167.82,1.5300000000000011,1.009,丙,子,戌
10/31/1936,177.19,9.370000000000005,1.056,丙,子,亥
11/30/1936,183.22,6.030000000000001,1.034,丙,子,子
12/31/1936,179.9,-3.319999999999993,0.982,丙,子,丑
01/30/1937,185.74,5.840000000000003,1.032,丁,丑,寅
02/27/1937,187.3,1.5600000000000023,1.008,丁,丑,卯
03/31/1937,186.41,-0.8900000000000148,0.995,丁,丑,辰
04/30/1937,174.27,-12.139999999999986,0.935,丁,丑,巳
05/28/1937,174.71,0.4399999999999977,1.003,丁,丑,午
06/30/1937,169.32,-5.390000000000015,0.969,丁,丑,未
07/31/1937,185.61,16.29000000000002,1.096,丁,丑,申
08/31/1937,177.41,-8.200000000000017,0.956,丁,丑,酉
09/30/1937,154.57,-22.840000000000003,0.871,丁,丑,戌
10/30/1937,138.17,-16.400000000000006,0.894,丁,丑,亥
11/30/1937,123.48,-14.689999999999984,0.894,丁,丑,子
12/31/1937,120.85,-2.6300000000000097,0.979,丁,丑,丑
01/31/1938,121.87,1.0200000000000102,1.008,戊,寅,寅
02/28/1938,129.64,7.769999999999982,1.064,戊,寅,卯
03/31/1938,98.95,-30.689999999999984,0.763,戊,寅,辰
04/30/1938,111.28,12.329999999999998,1.125,戊,寅,巳
05/31/1938,107.74,-3.5400000000000063,0.968,戊,寅,午
06/30/1938,133.88,26.14,1.243,戊,寅,未
07/30/1938,141.25,7.3700000000000045,1.055,戊,寅,申
08/31/1938,139.27,-1.9799999999999898,0.986,戊,寅,酉
09/30/1938,141.45,2.1799999999999784,1.016,戊,寅,戌
10/31/1938,151.73,10.280000000000001,1.073,戊,寅,亥
11/30/1938,149.82,-1.9099999999999966,0.987,戊,寅,子
12/31/1938,154.76,4.939999999999998,1.033,戊,寅,丑
01/31/1939,143.76,-11.0,0.929,己,卯,寅
02/28/1939,147.3,3.5400000000000205,1.025,己,卯,卯
03/31/1939,131.84,-15.460000000000008,0.895,己,卯,辰
04/29/1939,128.45,-3.390000000000015,0.974,己,卯,巳
05/31/1939,138.18,9.730000000000018,1.076,己,卯,午
06/30/1939,130.63,-7.550000000000011,0.945,己,卯,未
07/31/1939,143.26,12.629999999999995,1.097,己,卯,申
08/31/1939,134.41,-8.849999999999994,0.938,己,卯,酉
09/30/1939,152.54,18.129999999999995,1.135,己,卯,戌
10/31/1939,151.88,-0.6599999999999966,0.996,己,卯,亥
11/30/1939,145.69,-6.189999999999998,0.959,己,卯,子
12/30/1939,150.24,4.550000000000011,1.031,己,卯,丑
01/31/1940,145.33,-4.909999999999997,0.967,庚,辰,寅
02/29/1940,146.54,1.2099999999999795,1.008,庚,辰,卯
03/30/1940,147.95,1.4099999999999966,1.01,庚,辰,辰
04/30/1940,148.43,0.4800000000000182,1.003,庚,辰,巳
05/31/1940,116.22,-32.21000000000001,0.783,庚,辰,午
06/29/1940,121.87,5.650000000000006,1.049,庚,辰,未
07/31/1940,126.14,4.269999999999996,1.035,庚,辰,申
08/31/1940,129.42,3.279999999999987,1.026,庚,辰,酉
09/30/1940,132.64,3.219999999999999,1.025,庚,辰,戌
10/31/1940,134.61,1.9700000000000273,1.015,庚,辰,亥
11/30/1940,131,-3.6100000000000136,0.973,庚,辰,子
12/31/1940,131.13,0.12999999999999545,1.001,庚,辰,丑
01/31/1941,124.13,-7.0,0.947,辛,巳,寅
02/28/1941,121.97,-2.1599999999999966,0.983,辛,巳,卯
03/31/1941,122.72,0.75,1.006,辛,巳,辰
04/30/1941,115.54,-7.179999999999993,0.941,辛,巳,巳
05/31/1941,115.76,0.21999999999999886,1.002,辛,巳,午
06/30/1941,123.14,7.3799999999999955,1.064,辛,巳,未
07/31/1941,128.79,5.6499999999999915,1.046,辛,巳,申
08/30/1941,127.7,-1.0899999999999892,0.992,辛,巳,酉
09/30/1941,126.82,-0.8800000000000097,0.993,辛,巳,戌
10/31/1941,117.82,-9.0,0.929,辛,巳,亥
11/29/1941,114.23,-3.589999999999989,0.97,辛,巳,子
12/31/1941,110.96,-3.2700000000000102,0.971,辛,巳,丑
01/31/1942,109.11,-1.8499999999999943,0.983,壬,午,寅
02/28/1942,106.79,-2.319999999999993,0.979,壬,午,卯
03/31/1942,99.53,-7.260000000000005,0.932,壬,午,辰
04/30/1942,95.35,-4.180000000000007,0.958,壬,午,巳
05/29/1942,100.88,5.530000000000001,1.058,壬,午,午
06/30/1942,103.34,2.460000000000008,1.024,壬,午,未
07/31/1942,105.72,2.3799999999999955,1.023,壬,午,申
08/31/1942,106.33,0.6099999999999994,1.006,壬,午,酉
09/30/1942,109.11,2.780000000000001,1.026,壬,午,戌
10/31/1942,114.07,4.959999999999994,1.045,壬,午,亥
11/30/1942,114.5,0.4300000000000068,1.004,壬,午,子
12/31/1942,119.4,4.900000000000006,1.043,壬,午,丑
01/30/1943,125.58,6.179999999999993,1.052,癸,未,寅
02/27/1943,130.11,4.530000000000015,1.036,癸,未,卯
03/31/1943,136.57,6.4599999999999795,1.05,癸,未,辰
04/30/1943,135.48,-1.0900000000000034,0.992,癸,未,巳
05/29/1943,142.06,6.5800000000000125,1.049,癸,未,午
06/30/1943,143.38,1.3199999999999932,1.009,癸,未,未
07/31/1943,135.95,-7.430000000000007,0.948,癸,未,申
08/31/1943,136.62,0.6700000000000159,1.005,癸,未,酉
09/30/1943,140.12,3.5,1.026,癸,未,戌
10/30/1943,138.27,-1.8499999999999943,0.987,癸,未,亥
11/30/1943,129.57,-8.700000000000017,0.937,癸,未,子
12/31/1943,135.89,6.319999999999993,1.049,癸,未,丑
01/31/1944,137.4,1.5100000000000193,1.011,甲,申,寅
02/29/1944,136.3,-1.0999999999999943,0.992,甲,申,卯
03/31/1944,138.84,2.539999999999992,1.019,甲,申,辰
04/29/1944,136.23,-2.6100000000000136,0.981,甲,申,巳
05/31/1944,142.24,6.010000000000019,1.044,甲,申,午
06/30/1944,148.38,6.139999999999986,1.043,甲,申,未
07/31/1944,146.11,-2.269999999999982,0.985,甲,申,申
08/31/1944,146.99,0.8799999999999955,1.006,甲,申,酉
09/30/1944,146.73,-0.2600000000000193,0.998,甲,申,戌
10/31/1944,146.53,-0.19999999999998863,0.999,甲,申,亥
11/30/1944,147.33,0.8000000000000114,1.005,甲,申,子
12/30/1944,152.32,4.989999999999981,1.034,甲,申,丑
01/31/1945,153.67,1.3499999999999943,1.009,乙,酉,寅
02/28/1945,160.4,6.730000000000018,1.044,乙,酉,卯
03/31/1945,154.41,-5.990000000000009,0.963,乙,酉,辰
04/30/1945,165.44,11.030000000000001,1.071,乙,酉,巳
05/31/1945,168.3,2.8600000000000136,1.017,乙,酉,午
06/30/1945,165.29,-3.0100000000000193,0.982,乙,酉,未
07/31/1945,162.88,-2.4099999999999966,0.985,乙,酉,申
08/31/1945,174.29,11.409999999999997,1.07,乙,酉,酉
09/29/1945,181.71,7.420000000000016,1.043,乙,酉,戌
10/31/1945,186.6,4.889999999999986,1.027,乙,酉,亥
11/30/1945,191.46,4.860000000000014,1.026,乙,酉,子
12/31/1945,192.91,1.4499999999999886,1.008,乙,酉,丑
01/31/1946,204.67,11.759999999999991,1.061,丙,戌,寅
02/28/1946,190.09,-14.579999999999984,0.929,丙,戌,卯
03/30/1946,199.75,9.659999999999997,1.051,丙,戌,辰
04/30/1946,206.77,7.02000000000001,1.035,丙,戌,巳
05/31/1946,212.28,5.509999999999991,1.027,丙,戌,午
06/28/1946,205.62,-6.659999999999997,0.969,丙,戌,未
07/31/1946,201.56,-4.060000000000002,0.98,丙,戌,申
08/30/1946,189.19,-12.370000000000005,0.939,丙,戌,酉
09/30/1946,172.42,-16.77000000000001,0.911,丙,戌,戌
10/31/1946,169.15,-3.269999999999982,0.981,丙,戌,亥
11/30/1946,169.8,0.6500000000000057,1.004,丙,戌,子
12/31/1946,177.2,7.399999999999977,1.044,丙,戌,丑
01/31/1947,180.44,3.240000000000009,1.018,丁,亥,寅
02/28/1947,178.9,-1.539999999999992,0.991,丁,亥,卯
03/31/1947,177.2,-1.700000000000017,0.99,丁,亥,辰
04/30/1947,170.64,-6.560000000000002,0.963,丁,亥,巳
05/29/1947,169.25,-1.3899999999999864,0.992,丁,亥,午
06/30/1947,177.3,8.050000000000011,1.048,丁,亥,未
07/31/1947,183.18,5.8799999999999955,1.033,丁,亥,申
08/29/1947,178.85,-4.3300000000000125,0.976,丁,亥,酉
09/30/1947,177.49,-1.3599999999999852,0.992,丁,亥,戌
10/31/1947,181.81,4.319999999999993,1.024,丁,亥,亥
11/29/1947,179.4,-2.4099999999999966,0.987,丁,亥,子
12/31/1947,181.16,1.759999999999991,1.01,丁,亥,丑
01/31/1948,175.05,-6.109999999999985,0.966,戊,子,寅
02/28/1948,167.3,-7.75,0.956,戊,子,卯
03/31/1948,177.2,9.899999999999977,1.059,戊,子,辰
04/30/1948,180.51,3.3100000000000023,1.019,戊,子,巳
05/28/1948,190.74,10.230000000000018,1.057,戊,子,午
06/30/1948,189.46,-1.2800000000000011,0.993,戊,子,未
07/30/1948,181.33,-8.129999999999995,0.957,戊,子,申
08/31/1948,181.71,0.37999999999999545,1.002,戊,子,酉
09/30/1948,178.3,-3.4099999999999966,0.981,戊,子,戌
10/30/1948,188.62,10.319999999999993,1.058,戊,子,亥
11/30/1948,171.2,-17.420000000000016,0.908,戊,子,子
12/31/1948,177.3,6.100000000000023,1.036,戊,子,丑
01/31/1949,179.12,1.8199999999999932,1.01,己,丑,寅
02/28/1949,173.06,-6.060000000000002,0.966,己,丑,卯
03/31/1949,177.1,4.039999999999992,1.023,己,丑,辰
04/30/1949,174.16,-2.9399999999999977,0.983,己,丑,巳
05/31/1949,168.36,-5.799999999999983,0.967,己,丑,午
06/30/1949,167.42,-0.9400000000000261,0.994,己,丑,未
07/29/1949,175.92,8.5,1.051,己,丑,申
08/31/1949,178.66,2.740000000000009,1.016,己,丑,酉
09/30/1949,182.51,3.8499999999999943,1.022,己,丑,戌
10/31/1949,189.54,7.030000000000001,1.039,己,丑,亥
11/30/1949,191.55,2.0100000000000193,1.011,己,丑,子
12/31/1949,200.13,8.579999999999984,1.045,己,丑,丑
01/31/1950,201.79,1.6599999999999966,1.008,庚,寅,寅
02/28/1950,203.44,1.6500000000000057,1.008,庚,寅,卯
03/31/1950,206.05,2.6100000000000136,1.013,庚,寅,辰
04/29/1950,214.33,8.280000000000001,1.04,庚,寅,巳
05/31/1950,223.42,9.089999999999975,1.042,庚,寅,午
06/30/1950,209.11,-14.309999999999974,0.936,庚,寅,未
07/31/1950,209.4,0.28999999999999204,1.001,庚,寅,申
08/31/1950,216.87,7.469999999999999,1.036,庚,寅,酉
09/29/1950,226.36,9.490000000000009,1.044,庚,寅,戌
10/31/1950,225.01,-1.3500000000000227,0.994,庚,寅,亥
11/30/1950,227.6,2.5900000000000034,1.012,庚,寅,子
12/30/1950,235.41,7.810000000000002,1.034,庚,寅,丑
01/31/1951,248.83,13.420000000000016,1.057,辛,卯,寅
02/28/1951,252.05,3.219999999999999,1.013,辛,卯,卯
03/31/1951,247.94,-4.110000000000014,0.984,辛,卯,辰
04/30/1951,259.13,11.189999999999998,1.045,辛,卯,巳
05/31/1951,249.65,-9.47999999999999,0.963,辛,卯,午
06/29/1951,242.64,-7.010000000000019,0.972,辛,卯,未
07/31/1951,257.86,15.220000000000027,1.063,辛,卯,申
08/31/1951,270.25,12.389999999999986,1.048,辛,卯,酉
09/28/1951,271.16,0.910000000000025,1.003,辛,卯,戌
10/31/1951,262.35,-8.810000000000002,0.968,辛,卯,亥
11/30/1951,261.27,-1.080000000000041,0.996,辛,卯,子
12/31/1951,269.23,7.960000000000036,1.03,辛,卯,丑
01/31/1952,270.69,1.4599999999999795,1.005,壬,辰,寅
02/29/1952,260.08,-10.610000000000014,0.961,壬,辰,卯
03/31/1952,269.46,9.379999999999995,1.036,壬,辰,辰
04/30/1952,257.63,-11.829999999999984,0.956,壬,辰,巳
05/29/1952,262.94,5.310000000000002,1.021,壬,辰,午
06/30/1952,274.26,11.319999999999993,1.043,壬,辰,未
07/31/1952,279.56,5.300000000000011,1.019,壬,辰,申
08/29/1952,275.04,-4.519999999999982,0.984,壬,辰,酉
09/30/1952,270.61,-4.430000000000007,0.984,壬,辰,戌
10/31/1952,269.23,-1.3799999999999955,0.995,壬,辰,亥
11/28/1952,283.66,14.430000000000007,1.054,壬,辰,子
12/31/1952,291.9,8.239999999999952,1.029,壬,辰,丑
01/30/1953,289.77,-2.1299999999999955,0.993,癸,巳,寅
02/27/1953,284.27,-5.5,0.981,癸,巳,卯
03/31/1953,279.87,-4.399999999999977,0.985,癸,巳,辰
04/30/1953,274.75,-5.1200000000000045,0.982,癸,巳,巳
05/29/1953,272.28,-2.4700000000000273,0.991,癸,巳,午
06/30/1953,268.26,-4.019999999999982,0.985,癸,巳,未
07/31/1953,275.38,7.1200000000000045,1.027,癸,巳,申
08/31/1953,261.22,-14.159999999999968,0.949,癸,巳,酉
09/30/1953,264.04,2.819999999999993,1.011,癸,巳,戌
10/30/1953,275.81,11.769999999999982,1.045,癸,巳,亥
11/30/1953,281.37,5.560000000000002,1.02,癸,巳,子
12/31/1953,280.9,-0.4700000000000273,0.998,癸,巳,丑
01/29/1954,292.39,11.490000000000009,1.041,甲,午,寅
02/26/1954,294.54,2.150000000000034,1.007,甲,午,卯
03/31/1954,303.51,8.96999999999997,1.03,甲,午,辰
04/30/1954,319.33,15.819999999999993,1.052,甲,午,巳
05/28/1954,327.49,8.160000000000025,1.026,甲,午,午
06/30/1954,333.53,6.039999999999964,1.018,甲,午,未
07/30/1954,347.92,14.390000000000043,1.043,甲,午,申
08/31/1954,335.8,-12.120000000000005,0.965,甲,午,酉
09/30/1954,360.46,24.659999999999968,1.073,甲,午,戌
10/29/1954,352.14,-8.319999999999993,0.977,甲,午,亥
11/30/1954,386.77,34.629999999999995,1.098,甲,午,子
12/31/1954,404.39,17.620000000000005,1.046,甲,午,丑
01/31/1955,408.83,4.439999999999998,1.011,乙,未,寅
02/28/1955,411.87,3.0400000000000205,1.007,乙,未,卯
03/31/1955,409.7,-2.170000000000016,0.995,乙,未,辰
04/29/1955,425.65,15.949999999999989,1.039,乙,未,巳
05/31/1955,424.86,-0.7899999999999636,0.998,乙,未,午
06/30/1955,451.38,26.519999999999982,1.062,乙,未,未
07/29/1955,465.85,14.470000000000027,1.032,乙,未,申
08/31/1955,468.18,2.329999999999984,1.005,乙,未,酉
09/30/1955,466.62,-1.5600000000000023,0.997,乙,未,戌
10/31/1955,454.87,-11.75,0.975,乙,未,亥
11/30/1955,483.26,28.389999999999986,1.062,乙,未,子
12/30/1955,488.4,5.139999999999986,1.011,乙,未,丑
01/31/1956,470.74,-17.659999999999968,0.964,丙,申,寅
02/29/1956,483.65,12.909999999999968,1.027,丙,申,卯
03/29/1956,511.79,28.140000000000043,1.058,丙,申,辰
04/30/1956,516.12,4.329999999999984,1.008,丙,申,巳
05/31/1956,478.05,-38.06999999999999,0.926,丙,申,午
06/29/1956,492.78,14.729999999999961,1.031,丙,申,未
07/31/1956,517.81,25.029999999999973,1.051,丙,申,申
08/31/1956,502.04,-15.769999999999925,0.97,丙,申,酉
09/28/1956,475.25,-26.79000000000002,0.947,丙,申,戌
10/31/1956,479.85,4.600000000000023,1.01,丙,申,亥
11/30/1956,472.78,-7.07000000000005,0.985,丙,申,子
12/31/1956,499.47,26.690000000000055,1.056,丙,申,丑
01/31/1957,479.16,-20.310000000000002,0.959,丁,酉,寅
02/28/1957,464.62,-14.54000000000002,0.97,丁,酉,卯
03/29/1957,474.81,10.189999999999998,1.022,丁,酉,辰
04/30/1957,494.36,19.55000000000001,1.041,丁,酉,巳
05/31/1957,504.93,10.569999999999993,1.021,丁,酉,午
06/28/1957,503.29,-1.6399999999999864,0.997,丁,酉,未
07/31/1957,508.52,5.229999999999961,1.01,丁,酉,申
08/30/1957,484.35,-24.16999999999996,0.952,丁,酉,酉
09/30/1957,456.3,-28.05000000000001,0.942,丁,酉,戌
10/31/1957,441.04,-15.259999999999991,0.967,丁,酉,亥
11/29/1957,449.87,8.829999999999984,1.02,丁,酉,子
12/31/1957,435.69,-14.180000000000007,0.968,丁,酉,丑
01/31/1958,450.02,14.329999999999984,1.033,戊,戌,寅
02/28/1958,439.92,-10.099999999999966,0.978,戊,戌,卯
03/31/1958,446.76,6.839999999999975,1.016,戊,戌,辰
04/30/1958,455.86,9.100000000000023,1.02,戊,戌,巳
05/29/1958,462.7,6.839999999999975,1.015,戊,戌,午
06/30/1958,478.18,15.480000000000018,1.033,戊,戌,未
07/31/1958,502.99,24.810000000000002,1.052,戊,戌,申
08/29/1958,508.63,5.639999999999986,1.011,戊,戌,酉
09/30/1958,532.09,23.460000000000036,1.046,戊,戌,戌
10/31/1958,543.22,11.129999999999995,1.021,戊,戌,亥
11/28/1958,557.46,14.240000000000009,1.026,戊,戌,子
12/31/1958,583.65,26.18999999999994,1.047,戊,戌,丑
01/30/1959,593.96,10.31000000000006,1.018,己,亥,寅
02/27/1959,603.5,9.539999999999964,1.016,己,亥,卯
03/31/1959,601.71,-1.7899999999999636,0.997,己,亥,辰
04/30/1959,623.75,22.039999999999964,1.037,己,亥,巳
05/29/1959,643.79,20.039999999999964,1.032,己,亥,午
06/30/1959,643.6,-0.18999999999994088,1.0,己,亥,未
07/31/1959,674.88,31.279999999999973,1.049,己,亥,申
08/31/1959,664.41,-10.470000000000027,0.984,己,亥,酉
09/30/1959,631.68,-32.73000000000002,0.951,己,亥,戌
10/30/1959,646.6,14.920000000000073,1.024,己,亥,亥
11/30/1959,659.18,12.579999999999927,1.019,己,亥,子
12/31/1959,679.36,20.180000000000064,1.031,己,亥,丑
01/29/1960,622.62,-56.74000000000001,0.916,庚,子,寅
02/29/1960,630.12,7.5,1.012,庚,子,卯
03/31/1960,616.59,-13.529999999999973,0.979,庚,子,辰
04/29/1960,601.7,-14.889999999999986,0.976,庚,子,巳
05/31/1960,625.5,23.799999999999955,1.04,庚,子,午
06/30/1960,640.62,15.120000000000005,1.024,庚,子,未
07/29/1960,616.73,-23.889999999999986,0.963,庚,子,申
08/31/1960,625.99,9.259999999999991,1.015,庚,子,酉
09/30/1960,580.14,-45.85000000000002,0.927,庚,子,戌
10/31/1960,580.36,0.22000000000002728,1.0,庚,子,亥
11/30/1960,597.22,16.860000000000014,1.029,庚,子,子
12/30/1960,615.89,18.66999999999996,1.031,庚,子,丑
01/31/1961,648.2,32.31000000000006,1.052,辛,丑,寅
02/28/1961,662.08,13.879999999999995,1.021,辛,丑,卯
03/30/1961,676.63,14.549999999999955,1.022,辛,丑,辰
04/28/1961,678.71,2.080000000000041,1.003,辛,丑,巳
05/31/1961,696.72,18.00999999999999,1.027,辛,丑,午
06/30/1961,683.96,-12.759999999999991,0.982,辛,丑,未
07/31/1961,705.37,21.409999999999968,1.031,辛,丑,申
08/31/1961,719.94,14.57000000000005,1.021,辛,丑,酉
09/29/1961,701.21,-18.730000000000018,0.974,辛,丑,戌
10/31/1961,703.92,2.7099999999999227,1.004,辛,丑,亥
11/30/1961,721.6,17.680000000000064,1.025,辛,丑,子
12/29/1961,731.14,9.539999999999964,1.013,辛,丑,丑
01/31/1962,700,-31.139999999999986,0.957,壬,寅,寅
02/28/1962,708.05,8.049999999999955,1.011,壬,寅,卯
03/30/1962,706.95,-1.099999999999909,0.998,壬,寅,辰
04/30/1962,665.33,-41.620000000000005,0.941,壬,寅,巳
05/31/1962,613.36,-51.97000000000003,0.922,壬,寅,午
06/29/1962,561.28,-52.08000000000004,0.915,壬,寅,未
07/31/1962,597.93,36.64999999999998,1.065,壬,寅,申
08/31/1962,609.18,11.25,1.019,壬,寅,酉
09/28/1962,578.98,-30.199999999999932,0.95,壬,寅,戌
10/31/1962,589.77,10.789999999999964,1.019,壬,寅,亥
11/30/1962,649.3,59.52999999999997,1.101,壬,寅,子
12/31/1962,652.1,2.800000000000068,1.004,壬,寅,丑
01/31/1963,682.85,30.75,1.047,癸,卯,寅
02/28/1963,662.94,-19.909999999999968,0.971,癸,卯,卯
03/29/1963,682.52,19.579999999999927,1.03,癸,卯,辰
04/30/1963,717.7,35.180000000000064,1.052,癸,卯,巳
05/31/1963,726.96,9.259999999999991,1.013,癸,卯,午
06/28/1963,706.88,-20.08000000000004,0.972,癸,卯,未
07/31/1963,695.43,-11.450000000000045,0.984,癸,卯,申
08/30/1963,729.32,33.8900000000001,1.049,癸,卯,酉
09/30/1963,732.79,3.4699999999999136,1.005,癸,卯,戌
10/31/1963,755.23,22.440000000000055,1.031,癸,卯,亥
11/29/1963,750.52,-4.710000000000036,0.994,癸,卯,子
12/31/1963,762.95,12.430000000000064,1.017,癸,卯,丑
01/31/1964,785.34,22.389999999999986,1.029,甲,辰,寅
02/28/1964,800.14,14.799999999999955,1.019,甲,辰,卯
03/31/1964,813.29,13.149999999999977,1.016,甲,辰,辰
04/30/1964,810.77,-2.519999999999982,0.997,甲,辰,巳
05/28/1964,820.56,9.789999999999964,1.012,甲,辰,午
06/30/1964,831.5,10.940000000000055,1.013,甲,辰,未
07/31/1964,841.1,9.600000000000023,1.012,甲,辰,申
08/31/1964,838.48,-2.6200000000000045,0.997,甲,辰,酉
09/30/1964,875.37,36.889999999999986,1.044,甲,辰,戌
10/30/1964,873.08,-2.2899999999999636,0.997,甲,辰,亥
11/30/1964,875.43,2.349999999999909,1.003,甲,辰,子
12/31/1964,874.13,-1.2999999999999545,0.999,甲,辰,丑
01/29/1965,902.86,28.730000000000018,1.033,乙,巳,寅
02/26/1965,903.48,0.6200000000000045,1.001,乙,巳,卯
03/31/1965,889.05,-14.430000000000064,0.984,乙,巳,辰
04/30/1965,922.31,33.25999999999999,1.037,乙,巳,巳
05/28/1965,918.04,-4.269999999999982,0.995,乙,巳,午
06/30/1965,868.03,-50.00999999999999,0.946,乙,巳,未
07/30/1965,881.74,13.710000000000036,1.016,乙,巳,申
08/31/1965,893.1,11.360000000000014,1.013,乙,巳,酉
09/30/1965,930.58,37.48000000000002,1.042,乙,巳,戌
10/29/1965,960.82,30.24000000000001,1.032,乙,巳,亥
11/30/1965,946.71,-14.110000000000014,0.985,乙,巳,子
12/31/1965,969.26,22.549999999999955,1.024,乙,巳,丑
01/31/1966,983.51,14.25,1.015,丙,午,寅
02/28/1966,951.89,-31.620000000000005,0.968,丙,午,卯
03/31/1966,924.77,-27.120000000000005,0.972,丙,午,辰
04/29/1966,933.68,8.909999999999968,1.01,丙,午,巳
05/31/1966,884.07,-49.6099999999999,0.947,丙,午,午
06/30/1966,870.1,-13.970000000000027,0.984,丙,午,未
07/29/1966,847.38,-22.720000000000027,0.974,丙,午,申
08/31/1966,788.41,-58.97000000000003,0.93,丙,午,酉
09/30/1966,774.22,-14.18999999999994,0.982,丙,午,戌
10/31/1966,807.07,32.85000000000002,1.042,丙,午,亥
11/30/1966,791.59,-15.480000000000018,0.981,丙,午,子
12/30/1966,785.69,-5.899999999999977,0.993,丙,午,丑
01/31/1967,849.89,64.19999999999993,1.082,丁,未,寅
02/28/1967,839.37,-10.519999999999982,0.988,丁,未,卯
03/31/1967,865.98,26.610000000000014,1.032,丁,未,辰
04/28/1967,897.05,31.069999999999936,1.036,丁,未,巳
05/31/1967,852.56,-44.49000000000001,0.95,丁,未,午
06/30/1967,860.26,7.7000000000000455,1.009,丁,未,未
07/31/1967,904.24,43.98000000000002,1.051,丁,未,申
08/31/1967,901.29,-2.9500000000000455,0.997,丁,未,酉
09/29/1967,926.66,25.370000000000005,1.028,丁,未,戌
10/31/1967,879.74,-46.91999999999996,0.949,丁,未,亥
11/30/1967,875.81,-3.9300000000000637,0.996,丁,未,子
12/29/1967,905.11,29.300000000000068,1.033,丁,未,丑
01/31/1968,855.47,-49.639999999999986,0.945,戊,申,寅
02/29/1968,840.5,-14.970000000000027,0.983,戊,申,卯
03/29/1968,840.67,0.16999999999995907,1.0,戊,申,辰
04/30/1968,912.22,71.55000000000007,1.085,戊,申,巳
05/31/1968,899,-13.220000000000027,0.986,戊,申,午
06/28/1968,897.8,-1.2000000000000455,0.999,戊,申,未
07/30/1968,883,-14.799999999999955,0.984,戊,申,申
08/30/1968,896.01,13.009999999999991,1.015,戊,申,酉
09/30/1968,935.79,39.77999999999997,1.044,戊,申,戌
10/31/1968,952.39,16.600000000000023,1.018,戊,申,亥
11/29/1968,985.08,32.690000000000055,1.034,戊,申,子
12/31/1968,943.75,-41.33000000000004,0.958,戊,申,丑
01/31/1969,946.05,2.2999999999999545,1.002,己,酉,寅
02/28/1969,905.21,-40.83999999999992,0.957,己,酉,卯
03/28/1969,935.48,30.269999999999982,1.033,己,酉,辰
04/30/1969,950.18,14.699999999999932,1.016,己,酉,巳
05/29/1969,937.56,-12.620000000000005,0.987,己,酉,午
06/30/1969,873.19,-64.36999999999989,0.931,己,酉,未
07/31/1969,815.47,-57.72000000000003,0.934,己,酉,申
08/29/1969,836.72,21.25,1.026,己,酉,酉
09/30/1969,813.09,-23.629999999999995,0.972,己,酉,戌
10/31/1969,855.99,42.89999999999998,1.053,己,酉,亥
